clipname,namefirst,namelast,setting,ppl,sessionname,sessionnotes,startdate,name,id
"Funeral march & ""Didn't He Ramble""",Lawrence,"Trotter
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,New Orleans 1982,1106
Anckle on parading and New Orleans jazz,Himas,"Anckle
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,New Orleans 1982,1107
Anckle on parading and New Orleans jazz,Himas,"Anckle
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,New Orleans 1982,1108
"Trotter, Anckle & Gray on jazz parades (II)",Himas,"Anckle
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,New Orleans 1982,1109
"Trotter, Anckle & Gray on jazz parades (II)",Himas,"Anckle
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,New Orleans 1982,1110
"Trotter, Anckle & Gray on jazz parades (II)",Nathaniel,"Gray
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,New Orleans 1982,1111
"Trotter, Anckle & Gray on jazz parades (II)",Nathaniel,"Gray
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,New Orleans 1982,1112
"Trotter, Anckle & Gray on jazz parades (II)",Lawrence,"Trotter
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,New Orleans 1982,1113
"Trotter, Anckle & Gray on jazz parades (II)",Lawrence,"Trotter
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,New Orleans 1982,1114
Nathaniel Gray on jazz parades,Nathaniel,"Gray
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,New Orleans 1982,1115
Nathaniel Gray on jazz parades,Nathaniel,"Gray
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,New Orleans 1982,1116
Lawrence Trotter on his musical career,Lawrence,"Trotter
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,New Orleans 1982,1117
Lawrence Trotter on his musical career,Lawrence,"Trotter
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,New Orleans 1982,1118
"Himas ""Flo"" Anckle on New Orleans jazz",Himas,"Anckle
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,New Orleans 1982,1119
"Himas ""Flo"" Anckle on New Orleans jazz",Himas,"Anckle
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,New Orleans 1982,1120
Raul Bertuccelli in his float workshop (I),Raul,"Bertuccelli
",At Otha Turner's farm,Gravel Springs,Otha Turner,"All performances consist of Otha Turner on fife (and vocal where noted); G.D. Young, bass drum; E.P. Burton, snare; Eddie Ware, snare.",1978-08-25T04:00:00.000Z,New Orleans 1982,1121
Raul Bertuccelli in his float workshop (I),Raul,"Bertuccelli
",Bertuccelli's float workshop,New Orleans,Raul Bertuccelli's float workshop,Shots of and interview with Raul Bertuccelli in his Mardi Gras float workshop.,1982-05-21T04:00:00.000Z,New Orleans 1982,1122
Raul Bertuccelli in his float workshop (II),Raul,"Bertuccelli
",At Otha Turner's farm,Gravel Springs,Otha Turner,"All performances consist of Otha Turner on fife (and vocal where noted); G.D. Young, bass drum; E.P. Burton, snare; Eddie Ware, snare.",1978-08-25T04:00:00.000Z,New Orleans 1982,1123
Raul Bertuccelli in his float workshop (II),Raul,"Bertuccelli
",Bertuccelli's float workshop,New Orleans,Raul Bertuccelli's float workshop,Shots of and interview with Raul Bertuccelli in his Mardi Gras float workshop.,1982-05-21T04:00:00.000Z,New Orleans 1982,1124
Raul Bertuccelli in his float workshop (III),Raul,"Bertuccelli
",At Otha Turner's farm,Gravel Springs,Otha Turner,"All performances consist of Otha Turner on fife (and vocal where noted); G.D. Young, bass drum; E.P. Burton, snare; Eddie Ware, snare.",1978-08-25T04:00:00.000Z,New Orleans 1982,1125
Raul Bertuccelli in his float workshop (III),Raul,"Bertuccelli
",Bertuccelli's float workshop,New Orleans,Raul Bertuccelli's float workshop,Shots of and interview with Raul Bertuccelli in his Mardi Gras float workshop.,1982-05-21T04:00:00.000Z,New Orleans 1982,1126
Big Chief Jake Millon on Mardi Gras Indians (I),Jake,"Millon
",Picnic,Como,Como fife & drum picnic,"Performances of Napolian [sic] Strickland and the Como Drum Corps at a picnic hosted by David (last name indecipherable). All performances Napolian Strickland, fife (and harmonica, where noted); Como Drum Corps (members unidentified), bass and snare drums",1978-08-25T04:00:00.000Z,New Orleans 1982,1127
Big Chief Jake Millon on Mardi Gras Indians (I),Jake,"Millon
",,New Orleans,Big Chief Jake and Witch Doctor Bird,Footage of Witch Doctor Bird and his Mardi Gras Indian costumes; interviews with Bird and Big Chief Jake Millon.,1982-05-21T04:00:00.000Z,New Orleans 1982,1128
Big Chief Jake Millon on Mardi Gras Indians (II),Jake,"Millon
",Picnic,Como,Como fife & drum picnic,"Performances of Napolian [sic] Strickland and the Como Drum Corps at a picnic hosted by David (last name indecipherable). All performances Napolian Strickland, fife (and harmonica, where noted); Como Drum Corps (members unidentified), bass and snare drums",1978-08-25T04:00:00.000Z,New Orleans 1982,1129
Big Chief Jake Millon on Mardi Gras Indians (II),Jake,"Millon
",,New Orleans,Big Chief Jake and Witch Doctor Bird,Footage of Witch Doctor Bird and his Mardi Gras Indian costumes; interviews with Bird and Big Chief Jake Millon.,1982-05-21T04:00:00.000Z,New Orleans 1982,1130
Big Chief Jake Millon on Mardi Gras Indians (III),Jake,"Millon
",Picnic,Como,Como fife & drum picnic,"Performances of Napolian [sic] Strickland and the Como Drum Corps at a picnic hosted by David (last name indecipherable). All performances Napolian Strickland, fife (and harmonica, where noted); Como Drum Corps (members unidentified), bass and snare drums",1978-08-25T04:00:00.000Z,New Orleans 1982,1131
Big Chief Jake Millon on Mardi Gras Indians (III),Jake,"Millon
",,New Orleans,Big Chief Jake and Witch Doctor Bird,Footage of Witch Doctor Bird and his Mardi Gras Indian costumes; interviews with Bird and Big Chief Jake Millon.,1982-05-21T04:00:00.000Z,New Orleans 1982,1132
"""My Indian Red"" (camera A)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1133
"""My Indian Red"" (camera A)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1134
"""To-Wa-Bac-A-Way"" (I) (Spyboy dance) (camera A)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1135
"""To-Wa-Bac-A-Way"" (I) (Spyboy dance) (camera A)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1136
"""My Big Chief Got the Golden Crown"" [I] (camera A)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1137
"""My Big Chief Got the Golden Crown"" [I] (camera A)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1138
"""My Big Chief Got the Golden Crown"" [II)(camera A)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1139
"""My Big Chief Got the Golden Crown"" [II)(camera A)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1140
"""To-Wa-Bac-A-Way"" (II) (camera A)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1141
"""To-Wa-Bac-A-Way"" (II) (camera A)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1142
"""Come On Downtown""",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1143
"""Come On Downtown""",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1144
Spyboy confrontations (camera A),Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1145
Spyboy confrontations (camera A),Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1146
"""Little Liza Jane"" (camera A)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1147
"""Little Liza Jane"" (camera A)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1148
"""Shallow Water O Mama"" (camera A)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1149
"""Shallow Water O Mama"" (camera A)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1150
"""My Indian Red"" (camera B)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1151
"""My Indian Red"" (camera B)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1152
"""To-Wa-Bac-A-Way"" (I) (Spyboy dance) (camera B)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1153
"""To-Wa-Bac-A-Way"" (I) (Spyboy dance) (camera B)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1154
"""My Big Chief Got the Golden Crown"" [I] (camera B)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1155
"""My Big Chief Got the Golden Crown"" [I] (camera B)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1156
"""My Big Chief Got the Golden Crown"" [II](camera B)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1157
"""My Big Chief Got the Golden Crown"" [II](camera B)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1158
"""To-Wa-Bac-A-Way"" (II) (camera B)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1159
"""To-Wa-Bac-A-Way"" (II) (camera B)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1160
Spyboy confrontations (camera B),Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1161
Spyboy confrontations (camera B),Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1162
"""Little Liza Jane"" (camera B)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1163
"""Little Liza Jane"" (camera B)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1164
"""Shallow Water O Mama"" (camera B)",Jake,"Millon
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1165
"""Shallow Water O Mama"" (camera B)",Jake,"Millon
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1166
Alan Lomax narration on the Mardi Gras Indians,Alan,"Lomax
",Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,New Orleans 1982,1167
Alan Lomax narration on the Mardi Gras Indians,Alan,"Lomax
",Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,New Orleans 1982,1168
Bill Russell archive shots & improvisation (I),Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1169
Bill Russell archive shots & improvisation (II),Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1170
"Bill Russell on rags, blues, and Creole tunes...",Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1171
Bill Russell on New Orleans music,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1172
Russell on forthcoming books and Baby Dodds,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1173
Russell on jazz ensemble formation...,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1174
Russell on John Robicheaux and Jelly Roll Morton,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1175
Russell and Lomax on improvisation,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1176
Russell and Lomax on improvisation,Alan,"Lomax
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1177
Russell on his jazz collecting,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1178
Russell on Preservation Hall...,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1179
Russell and Lomax on Jelly Roll Morton,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1180
Russell and Lomax on Jelly Roll Morton,Alan,"Lomax
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1181
Russell on Jack Lane and early Dixieland tunes,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1182
"Russell and Lomax on ""traditional"" vs. ""Dixieland""",Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1183
"Russell and Lomax on ""traditional"" vs. ""Dixieland""",Alan,"Lomax
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1184
Tour of Russellâs sheet music collection (I),Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1185
Tour of Russellâs sheet music collection (I),Alan,"Lomax
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1186
Tour of Russellâs sheet music collection (II),Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1187
Tour of Russellâs sheet music collection (II),Alan,"Lomax
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1188
Alan Lomax on Bill Russell,Alan,"Lomax
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1189
Bill Russell and Alan Lomax on the clarinet,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1190
Bill Russell and Alan Lomax on the clarinet,Alan,"Lomax
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1191
Tour of Russellâs Jelly Roll Morton letters,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1192
Tour of Russellâs Jelly Roll Morton letters,Alan,"Lomax
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1193
Russell on jazzâs historical context...,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1194
Bill Russell on the France Amis Hall...,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1195
Bill Russell on Tony Jackson and Storyville clubs,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1196
Bill Russell on Perdido Street,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1197
Bill Russell on his Jelly Roll Morton collection,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1198
Bill Russell on his New Orleans jazz collection,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1199
Bill Russell on his clarinet collection,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1200
Bill Russell on his violin collection,Bill,"Russell
",At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1201
Kid Thomas Valentine on his musical career (I),Thomas,"Valentine
",,,,,,New Orleans 1982,1202
Kid Thomas Valentine on his musical career (II),Thomas,"Valentine
",,,,,,New Orleans 1982,1203
Bass improvisation,Chester,"Zardis
",,,,,,New Orleans 1982,1204
Chester Zardis on the beginnings of his career,Chester,"Zardis
",,,,,,New Orleans 1982,1205
Chester Zardis on ward gangs and fights,Chester,"Zardis
",,,,,,New Orleans 1982,1206
Chester Zardis on gigging and marriage,Chester,"Zardis
",,,,,,New Orleans 1982,1207
Alan Lomax on Bill Russell,Alan,"Lomax
",,New Orleans,Tulane Jazz Colloquium,"Performance by Bill Russellâs John Robicheaux Orchestra at Tulane's Jazz Colloquium. Bill Russell, violin; Lionel Ferbos, trumpet; John Robicheaux, drums; Frank Fields, bass; Morton Larson, piano; Glen Wilson, clarinet; Paul Crawford, trombone.",1982-05-06T04:00:00.000Z,New Orleans 1982,1208
"""Hey Pocky Way""",Jake,"Millon
",Railroad track near Greenville,Greenville,Track-lining reenactment,"Retired railroad crew workers re-enact a track-lining, with song.",1978-08-31T04:00:00.000Z,New Orleans 1982,1209
"""Hey Pocky Way""",Jake,"Millon
",,New Orleans,White Eagles Indian Parade,Short clips of a parade with Big Chief Jake Millon and his White Eagles Indians.,1982-05-01T04:00:00.000Z,New Orleans 1982,1210
"""Pretty White Eagles Got A Golden Crown""",Jake,"Millon
",Railroad track near Greenville,Greenville,Track-lining reenactment,"Retired railroad crew workers re-enact a track-lining, with song.",1978-08-31T04:00:00.000Z,New Orleans 1982,1211
"""Pretty White Eagles Got A Golden Crown""",Jake,"Millon
",,New Orleans,White Eagles Indian Parade,Short clips of a parade with Big Chief Jake Millon and his White Eagles Indians.,1982-05-01T04:00:00.000Z,New Orleans 1982,1212
"""Mother-In-Law""",Ernie,"K-Doe
",Mother-In-Law Lounge,New Orleans,Mother-In-Law Lounge,Ernie K-Doe and band at K-Doe's Mother-In-Law Lounge. Sound intermittent.,1982-05-01T04:00:00.000Z,New Orleans 1982,1213
"""Sheâs Gone""",Ernie,"K-Doe
",Mother-In-Law Lounge,New Orleans,Mother-In-Law Lounge,Ernie K-Doe and band at K-Doe's Mother-In-Law Lounge. Sound intermittent.,1982-05-01T04:00:00.000Z,New Orleans 1982,1214
"""Hello My Lover""",Ernie,"K-Doe
",Mother-In-Law Lounge,New Orleans,Mother-In-Law Lounge,Ernie K-Doe and band at K-Doe's Mother-In-Law Lounge. Sound intermittent.,1982-05-01T04:00:00.000Z,New Orleans 1982,1215
"""Certain Girl / Burn K-Doe Burn""",Ernie,"K-Doe
",Mother-In-Law Lounge,New Orleans,Mother-In-Law Lounge,Ernie K-Doe and band at K-Doe's Mother-In-Law Lounge. Sound intermittent.,1982-05-01T04:00:00.000Z,New Orleans 1982,1216
"""Heaven Is My Goal""",,,St. James Missionary Baptist Church,Canton,Sensational Friendly Brothers & Heavenly Singers,"The Sensational Friendly Brothers and the Heavenly Gospel Singers perform at St. James Missionary Baptist Church. The former, from Tallulah, Louisiana, feature drums, electric guitar, and bass; the latter are an a cappella group.",1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1217
